,id,activity_count_paste,action_time_sum,action_time_mean,word_count_max,text_change_count_tiny_text_changes,cursor_position_mean,distance_of_moved_selection_mean,distance_of_moved_selection_max,size_of_moved_selection_mean,size_of_moved_selection_max,up_time_fraction_of_time_spent_writing,action_time_mean_Input,action_time_mean_Move From,action_time_mean_Nonproduction,action_time_mean_Paste,action_time_mean_Remove/Cut,action_time_mean_Replace,action_time_max_Input,action_time_max_Move From,action_time_max_Nonproduction,action_time_max_Paste,action_time_max_Remove/Cut,action_time_max_Replace,action_time_sum_Input,action_time_sum_Move From,action_time_sum_Nonproduction,action_time_sum_Paste,action_time_sum_Remove/Cut,action_time_sum_Replace,action_time_count_Input,action_time_count_Move From,action_time_count_Nonproduction,action_time_count_Paste,action_time_count_Remove/Cut,action_time_count_Replace,Peak Frequency,Mean Frequency,Median Frequency,Bandwidth,Frequency Skewness,Frequency Kurtosis,Total Energy,Spectral Entropy,Spectral Flatness,Spectral Roll-off,Mean Amplitude,Std Amplitude,Skew Amplitude,Kurtosis Amplitude,score
339,22982ff4,0,341408,117.24175824175825,404,2820,953.3063186813187,0.0,0,0.0,0,0.9993483333333333,117.48889739663093,0.0,201.14285714285714,0.0,77.622009569378,0.0,284.0,0.0,8380.0,0.0,501.0,0.0,306881.0,0.0,18304.0,0.0,16223.0,0.0,2612.0,0.0,91.0,0.0,209.0,0.0,0.028169014084507043,0.1654520431684436,0.25008588114050156,0.4994847131569907,5.937173960545531,60.73882088126969,321720988.0,9.940669100464124,0.6941733609085018,0.34970800412229475,304.58579748679875,358.24792123470473,5.937173960545531,60.73882088126969,3.5
340,22b5b6db,0,509209,84.67060192883272,207,5915,710.7020285999334,0.0,0,0.0,0,1.0005688888888888,94.62578359225947,0.0,62.326530612244895,0.0,69.36687444345503,121.0,500.0,0.0,219.0,0.0,213.0,121.0,347182.0,0.0,6108.0,0.0,155798.0,121.0,3669.0,0.0,98.0,0.0,2246.0,1.0,0.03143189755529686,0.15111578629502456,0.25012472975220357,0.49975054049559287,3.2707243834118183,13.718663300149409,1288808350.0,10.905947030925422,0.6509868240887735,0.3361051056045235,423.7417455786296,499.18756575240695,3.2707243834118183,13.718663300149409,2.0
341,22ca4a3d,0,463598,122.58011634056055,408,3594,1023.7797461660497,0.0,0,0.0,0,1.0194977777777778,137.70391822827938,0.0,35.0531914893617,0.0,80.1927162367223,0.0,333.0,0.0,132.0,0.0,618.0,0.0,404161.0,0.0,6590.0,0.0,52847.0,0.0,2935.0,0.0,188.0,0.0,659.0,0.0,0.02962179317640836,0.16018381180844443,0.25019836022216346,0.49960327955567313,4.444188332765686,36.15742978721847,529061664.0,10.299695158879043,0.6753205868808717,0.34911399100767,349.55730310754706,397.1605446080776,4.444188332765686,36.15742978721847,4.5
342,22ce0bc8,0,472186,95.41038593655284,725,4799,2018.2404526166902,0.0,0,0.0,0,0.99951,96.70091375083575,0.0,92.37241379310345,0.0,78.37898089171975,94.66666666666667,237.0,0.0,1643.0,0.0,512.0,106.0,433897.0,0.0,13394.0,0.0,24611.0,284.0,4487.0,0.0,145.0,0.0,314.0,3.0,0.02950687146321746,0.16651421465430177,0.25,0.4995957962813258,5.837919733183666,52.34358959272215,930811710.6030327,10.637218396451086,0.6679436169433497,0.35569927243330635,378.1198009047116,483.13053007296304,5.837919733183666,52.34358959272215,5.0
343,22d9276d,0,415828,70.15825881558968,543,5848,1716.2232157921376,0.0,0,0.0,0,0.9808905555555556,73.44449116904963,0.0,48.733333333333334,0.0,57.362557077625574,59.0,176.0,0.0,1397.0,0.0,620.0,59.0,349302.0,0.0,3655.0,0.0,62812.0,59.0,4756.0,0.0,75.0,0.0,1095.0,1.0,0.03223084711441107,0.15659097088984475,0.2500843739453257,0.4996625042186973,3.700587341254524,20.67235232513948,1341069083.6029158,10.916400308018115,0.6660477599481951,0.34019574755315557,440.3218417496967,508.7972461912571,3.700587341254524,20.67235232513948,4.5
344,23022dee,0,265984,110.18392709196354,108,1739,320.2112676056338,0.0,0,0.0,0,1.0297466666666666,137.16602316602317,0.0,73.7814371257485,0.0,86.14317673378076,140.5,415.0,0.0,6233.0,0.0,502.0,179.0,177630.0,0.0,49286.0,0.0,38506.0,562.0,1295.0,0.0,668.0,0.0,447.0,4.0,0.025279734769995853,0.15577670144345712,0.2503108164111065,0.499378367177787,3.190674387018299,14.462624490544716,205110335.99999997,9.633782845948426,0.662869782346184,0.3431413178615831,275.66413903353805,306.73145897272263,3.190674387018299,14.462624490544716,2.5
345,230b73d3,0,232632,129.1682398667407,214,1662,572.6690727373681,0.0,0,0.0,0,1.00314,140.76236263736263,0.0,62.115107913669064,0.0,92.46601941747574,0.0,352.0,0.0,499.0,0.0,483.0,0.0,204950.0,0.0,8634.0,0.0,19048.0,0.0,1456.0,0.0,139.0,0.0,206.0,0.0,0.029444444444444443,0.16246230239595322,0.25,0.49888888888888894,4.976582920581277,38.21531016387141,113909149.75559647,9.203094445797152,0.6715728524928132,0.355,227.1099664898349,274.09408982935105,4.976582920581277,38.21531016387141,3.0
346,233d1540,0,361749,82.60995661109843,280,2093,830.6656770952272,0.0,0,0.0,0,1.0018527777777777,130.9601861427094,0.0,43.39324857518632,0.0,55.144654088050316,144.8,321.0,0.0,2898.0,0.0,440.0,193.0,253277.0,0.0,98980.0,0.0,8768.0,724.0,1934.0,0.0,2281.0,0.0,159.0,5.0,0.031064412973960714,0.15656178746212587,0.25011420740063955,0.4995431703974418,4.209487554445561,30.18693980124855,705096568.642362,10.46271630794429,0.651649078467961,0.341936957514847,366.1602890175989,433.80046581005956,4.209487554445561,30.18693980124855,5.0
347,236171e4,2,327704,96.41188584877905,241,2275,640.282730214769,0.0,0,0.0,0,1.001386111111111,81.81097876747799,0.0,129.33035714285714,111.0,71.38483965014578,56.666666666666664,203.0,0.0,50612.0,127.0,514.0,68.0,157977.0,0.0,144850.0,222.0,24485.0,170.0,1931.0,0.0,1120.0,2.0,343.0,3.0,0.03384343731606827,0.15374154339081333,0.25014714537963506,0.49941141848145965,3.416763630532139,16.820296438417444,406541962.66140246,10.096935823631291,0.6530739629645185,0.3366686286050618,319.682732053729,370.44157043380505,3.416763630532139,16.820296438417444,4.0
348,23717103,0,229863,117.5769820971867,248,1921,806.6179028132992,0.0,0,0.0,0,0.9638011111111111,123.56805074971165,0.0,13.5,0.0,80.94652406417113,0.0,331.0,0.0,103.0,0.0,509.0,0.0,214267.0,0.0,459.0,0.0,15137.0,0.0,1734.0,0.0,34.0,0.0,187.0,0.0,0.028147389969293758,0.1559916374236245,0.25025588536335724,0.49897645854657113,4.712898608952665,40.07936118315387,134140286.56185126,9.294993221520967,0.6502554141006016,0.33469805527123847,236.77589735680783,285.2647763561013,4.712898608952665,40.07936118315387,3.0
349,2381064c,0,179716,110.73074553296365,249,1537,698.0357362908195,0.0,0,0.0,0,0.9880594444444445,116.15627095908786,0.0,10.604651162790697,0.0,122.06521739130434,0.0,500.0,0.0,176.0,0.0,257.0,0.0,173189.0,0.0,912.0,0.0,5615.0,0.0,1491.0,0.0,86.0,0.0,46.0,0.0,0.03329223181257707,0.15481078221588881,0.25030826140567203,0.498766954377312,4.661224418779019,28.73321009612759,100956815.43212721,8.93218080121835,0.6268378248523254,0.3360049321824908,210.10339978166115,283.7157118376675,4.661224418779019,28.73321009612759,3.5
350,2383d924,0,523602,85.92090580899246,647,5450,1565.4105677715786,0.0,0,0.0,0,0.9438994444444444,98.56459749945164,0.0,4.832298136645963,0.0,79.8361391694725,0.0,234.0,0.0,134.0,0.0,529.0,0.0,449356.0,0.0,3112.0,0.0,71134.0,0.0,4559.0,0.0,644.0,0.0,891.0,0.0,0.028064992614475627,0.15110378495493246,0.2501230920728705,0.499753815854259,4.326918749862217,28.2469504794942,1533059545.9999998,10.894233103013216,0.6420998784943234,0.3405547349417364,440.61788726242065,556.0201618930946,4.326918749862217,28.2469504794942,5.5
351,23855e0b,1,528493,91.15091410831322,452,5574,1302.0244912038634,0.0,0,0.0,0,0.9834438888888889,105.63767419509851,0.0,14.99099099099099,191.0,60.375088464260436,0.0,349.0,0.0,1675.0,191.0,516.0,0.0,439664.0,0.0,3328.0,191.0,85310.0,0.0,4162.0,0.0,222.0,1.0,1413.0,0.0,0.031223046403312058,0.14975331474912137,0.2501293772641021,0.4997412454717957,3.779598366857014,22.177727715684473,1254604522.0,10.837635667795052,0.6373433853860219,0.3322408142142487,420.8244176628346,505.7940534877755,3.779598366857014,22.177727715684473,4.5
352,23bce305,0,296016,100.37843336724313,411,2826,1136.1142760257715,0.0,0,0.0,0,0.9737822222222222,105.91599229287091,0.0,29.130081300813007,0.0,76.10822510822511,0.0,292.0,0.0,147.0,0.0,515.0,0.0,274852.0,0.0,3583.0,0.0,17581.0,0.0,2595.0,0.0,123.0,0.0,231.0,0.0,0.03188602442333786,0.15735839871398888,0.24999999999999997,0.49932157394843957,4.4491103615358325,27.13854220901761,329241889.6943209,9.868005759400752,0.6565281671310439,0.3470149253731343,294.5673121994776,369.7945567394313,4.4491103615358325,27.13854220901761,3.5
353,23d865a7,0,242497,83.44700619408121,257,2581,707.8916035788025,0.0,0,0.0,0,0.9693361111111111,78.44887181949112,0.0,149.01538461538462,0.0,61.562248995983936,0.0,162.0,0.0,10521.0,0.0,502.0,0.0,163409.0,0.0,48430.0,0.0,30658.0,0.0,2083.0,0.0,325.0,0.0,498.0,0.0,0.027882960413080898,0.15938025673707978,0.2502581755593804,0.4994836488812393,4.067545565319349,24.82482215496569,312303407.9999998,9.897692834771728,0.6722381163293919,0.34870912220309813,302.29515318111225,351.71384973973505,4.067545565319349,24.82482215496569,3.5
354,2428fa05,0,326439,45.97084917617237,579,5423,1261.362343331925,0.0,0,0.0,0,0.9945188888888888,57.05280242371781,0.0,11.745498199279712,0.0,52.945205479452056,65.0,161.0,0.0,2153.0,0.0,507.0,91.0,263641.0,0.0,19568.0,0.0,42515.0,715.0,4621.0,0.0,1666.0,0.0,803.0,11.0,0.030985915492957747,0.14868365389867114,0.25,0.49971830985915494,3.707399700380975,18.739045628468066,1659535253.3308187,11.097841244470798,0.6308596876867846,0.3335211267605634,427.1388270350828,534.0026795915712,3.707399700380975,18.739045628468066,4.0
355,2440d983,1,583779,74.43312507968889,514,5381,1672.3640188703303,0.0,0,0.0,0,1.0387055555555555,115.11011699931177,0.0,3.307035380235868,146.0,72.0078125,0.0,219.0,0.0,2331.0,146.0,496.0,0.0,501765.0,0.0,8132.0,146.0,73736.0,0.0,4359.0,0.0,2459.0,1.0,1024.0,0.0,0.000510073960724305,0.14115773693491693,0.25006375924509056,0.49974496301963783,5.122311574484182,42.17203221963987,2569026820.2098475,11.152474851423051,0.6085514755985648,0.3264473348635552,466.21460899767425,661.8216701684494,5.122311574484182,42.17203221963987,4.5
356,24870b2d,0,231947,89.03915547024953,264,1730,716.1731285988484,0.0,0,0.0,0,0.9773044444444444,126.7129909365559,0.0,11.816,0.0,158.64,0.0,332.0,0.0,2016.0,0.0,482.0,0.0,209710.0,0.0,10339.0,0.0,11898.0,0.0,1655.0,0.0,875.0,0.0,75.0,0.0,0.03110599078341014,0.1425100047917878,0.25,0.49923195084485406,4.058523340343799,23.174457178670554,240687866.5126972,9.56672139294743,0.6017318136051305,0.32526881720430106,254.66720424137904,346.6220108400348,4.058523340343799,23.174457178670554,3.0
357,24eab250,0,306477,146.2199427480916,322,2072,930.1960877862596,0.0,0,0.0,0,1.0018516666666666,152.0,0.0,9.958333333333334,0.0,70.6355140186916,0.0,399.0,0.0,239.0,0.0,284.0,0.0,298680.0,0.0,239.0,0.0,7558.0,0.0,1965.0,0.0,24.0,0.0,107.0,0.0,0.03007159904534606,0.1652851701790968,0.25011933174224343,0.4992840095465394,7.350332743788843,84.93976216587724,159417031.0,9.372095395774878,0.6696025903776607,0.3489260143198091,230.05831685597556,315.1728818275358,7.350332743788843,84.93976216587724,4.0
358,24ef4fa9,0,315739,88.44229691876751,493,3457,1180.9266106442576,0.0,0,0.0,0,0.984,90.66192170818505,0.0,58.796460176991154,0.0,78.84972677595628,0.0,217.0,0.0,1217.0,0.0,504.0,0.0,280236.0,0.0,6644.0,0.0,28859.0,0.0,3091.0,0.0,113.0,0.0,366.0,0.0,0.029980386662930795,0.16216093538205104,0.2502101428971701,0.4995797142056599,5.410977312088235,46.314220887328695,471573259.99999994,10.17965418509402,0.6684104875301746,0.35275987671616704,323.9448598522505,399.2424260656944,5.410977312088235,46.314220887328695,4.5
359,2522a736,0,174706,108.11014851485149,258,1559,727.1175742574258,0.0,0,0.0,0,0.9979627777777778,111.87965425531915,0.0,33.68421052631579,0.0,82.16363636363636,0.0,313.0,0.0,303.0,0.0,145.0,0.0,168267.0,0.0,1920.0,0.0,4519.0,0.0,1504.0,0.0,57.0,0.0,55.0,0.0,0.03281733746130031,0.16451096044422575,0.2501547987616099,0.49907120743034056,7.46490950843447,82.21602406631678,96657838.0,8.944265209966762,0.643110954592707,0.34984520123839014,196.41021662857187,284.95139834459405,7.46490950843447,82.21602406631678,3.0
360,2534ca96,0,709420,141.54429369513167,344,4586,804.2110933758978,0.0,0,0.0,0,0.9579316666666666,113.76450798990749,0.0,570.844611528822,0.0,72.51912045889101,0.0,288.0,0.0,23869.0,0.0,506.0,0.0,405798.0,0.0,227767.0,0.0,75855.0,0.0,3567.0,0.0,399.0,0.0,1046.0,0.0,0.029335461983636003,0.15835163952792752,0.2500498902414688,0.4997006585511874,3.123135610213894,13.519517120308805,916032008.0000001,10.712294830956782,0.6767356311725631,0.35422071442825787,409.1783755202282,445.25778749617444,3.123135610213894,13.519517120308805,4.5
361,25354b83,0,138902,83.8780193236715,207,1604,636.9257246376811,0.0,0,0.0,0,0.9988777777777778,81.55749128919861,0.0,113.8076923076923,0.0,94.37278106508876,0.0,247.0,0.0,162.0,0.0,503.0,0.0,117035.0,0.0,5918.0,0.0,15949.0,0.0,1435.0,0.0,52.0,0.0,169.0,0.0,0.027794561933534745,0.16196206018094572,0.2501510574018127,0.4990936555891239,5.035468778316642,38.68019969509971,106326631.00000001,9.09855233568359,0.6843585213660587,0.3552870090634441,230.3461568643748,274.79033869974785,5.035468778316642,38.68019969509971,3.0
362,253b2cdc,0,126784,99.90858944050433,204,1186,514.98975571316,0.0,0,0.0,0,0.9701894444444444,103.73534635879219,0.0,74.09638554216868,0.0,63.8,0.0,293.0,0.0,500.0,0.0,159.0,0.0,116806.0,0.0,6150.0,0.0,3828.0,0.0,1126.0,0.0,83.0,0.0,60.0,0.0,0.028391167192429023,0.15792717158158784,0.25,0.49842271293375395,4.678975369880004,30.166165801377993,59820479.482878625,8.639672199515864,0.6504160379729308,0.3422712933753943,189.86160188338957,241.77613462751282,4.678975369880004,30.166165801377993,1.5
363,257fb4a6,0,270188,106.9204590423427,404,2479,1153.611396913336,0.0,0,0.0,0,0.9885527777777777,108.7907967618236,0.0,39.04255319148936,0.0,97.96212121212122,90.0,273.0,0.0,1105.0,0.0,516.0,90.0,255332.0,0.0,1835.0,0.0,12931.0,90.0,2347.0,0.0,47.0,0.0,132.0,1.0,0.03285827395091053,0.16791813922417423,0.2501979414093428,0.4992082343626286,6.994882005270684,72.68361301408893,228048458.8220414,9.562077411696366,0.6440335216436617,0.3566904196357878,237.11548848997322,352.8175926643561,6.994882005270684,72.68361301408893,5.0
364,25835eca,0,257491,94.80522827687776,352,2671,1026.3519882179676,0.0,0,0.0,0,0.7007288888888888,98.81119179837677,0.0,15.71111111111111,0.0,77.17272727272727,0.0,298.0,0.0,157.0,0.0,502.0,0.0,231317.0,0.0,707.0,0.0,25467.0,0.0,2341.0,0.0,45.0,0.0,330.0,0.0,0.02725598526703499,0.1650294120003865,0.25009208103130753,0.4994475138121547,4.0973951381299845,23.131504962067343,268342273.99999997,9.795646999695766,0.6717992356171922,0.3583793738489871,287.1152180144868,339.5755484896182,4.0973951381299845,23.131504962067343,4.0
365,258ecfdc,0,317194,163.58638473439916,227,1849,733.7209902011346,0.0,0,0.0,0,0.9805744444444444,131.84531450577663,0.0,151.54444444444445,0.0,337.2508591065292,0.0,605.0,0.0,514.0,0.0,78239.0,0.0,205415.0,0.0,13639.0,0.0,98140.0,0.0,1558.0,0.0,90.0,0.0,291.0,0.0,0.02786377708978328,0.15985078364714575,0.2502579979360165,0.4989680082559339,4.384347942142008,27.74885355999702,143200248.80061787,9.29938164822099,0.6707500187663871,0.3508771929824561,246.2567822444244,295.45175328905145,4.384347942142008,27.74885355999702,2.5
366,259b5a0f,0,542517,78.40974129209424,288,1976,845.4187021245845,0.0,0,0.0,0,1.0191661111111112,144.96,0.0,52.20825743776563,0.0,116.50649350649351,161.0,1138.0,0.0,3608.0,0.0,296.0,161.0,275424.0,0.0,257961.0,0.0,8971.0,161.0,1900.0,0.0,4941.0,0.0,77.0,1.0,0.00014455044810638914,0.1534118029762526,0.25007227522405323,0.49971089910378724,12.392430831612065,319.2816468248427,1664010555.3365097,11.029642148679539,0.6504939147992906,0.3502457357617809,379.2242509766813,580.8571489012421,12.392430831612065,319.2816468248427,4.0
367,25c3877c,0,567350,125.32582284073338,563,4401,1533.2893748619395,0.0,0,0.0,0,0.9757655555555556,124.91448007774538,0.0,213.83739837398375,0.0,93.16783216783217,127.0,324.0,0.0,4016.0,0.0,503.0,155.0,514148.0,0.0,26302.0,0.0,26646.0,254.0,4116.0,0.0,123.0,0.0,286.0,2.0,0.03137428192664605,0.15780014926058245,0.25011047282368537,0.4995581087052585,5.454433616535962,53.69068443544749,769184835.442862,10.50299631149193,0.6519368174717197,0.33495360141405217,366.5307727144905,453.54331546495973,5.454433616535962,53.69068443544749,5.0
368,25c5a18a,0,215148,88.97766749379653,268,1916,837.1058726220017,0.0,0,0.0,0,1.0006527777777778,107.01537616694124,0.0,24.99003984063745,0.0,81.34736842105264,0.0,226.0,0.0,1924.0,0.0,151.0,0.0,194875.0,0.0,12545.0,0.0,7728.0,0.0,1821.0,0.0,502.0,0.0,95.0,0.0,0.030616466694249066,0.15009425226521092,0.2503103020273066,0.49937939594538683,5.108691981716679,41.53844673439012,208909075.99999997,9.54053929062308,0.6332699187623425,0.3314025651634257,253.03460372077458,330.0173724837263,5.108691981716679,41.53844673439012,4.0
369,25dd857a,0,175218,49.53859202714165,595,3491,1237.2550183771557,0.0,0,0.0,0,0.9959905555555556,49.612374886260234,0.0,27.065217391304348,0.0,53.61340206185567,0.0,345.0,0.0,490.0,0.0,504.0,0.0,163572.0,0.0,1245.0,0.0,10401.0,0.0,3297.0,0.0,46.0,0.0,194.0,0.0,0.031108597285067877,0.15752799560896014,0.25,0.49943438914027155,5.17654871942191,39.99007309314703,475200519.4224885,10.099945999156688,0.6465531187843213,0.3379524886877828,313.38733738538167,413.1816322346949,5.17654871942191,39.99007309314703,3.5
370,2600692d,0,608419,111.78008451221753,631,5247,1441.1530406026088,0.0,0,0.0,0,1.0099944444444444,118.92642140468227,0.0,120.57591623036649,0.0,67.7597911227154,100.0,307.0,0.0,3735.0,0.0,519.0,100.0,533385.0,0.0,23030.0,0.0,51904.0,100.0,4485.0,0.0,191.0,0.0,766.0,1.0,0.03013597941933113,0.15688977678601213,0.25009187798603455,0.49963248805586186,4.43615733850224,38.02179837043252,1091462254.8925152,10.791657475152101,0.6659543112807047,0.3416023520764425,410.6478065163959,482.32900268530744,4.43615733850224,38.02179837043252,5.5
371,263d3129,0,410200,140.6721536351166,338,2716,1021.5459533607682,0.0,0,0.0,0,0.9849444444444444,157.67905102954342,0.0,79.31818181818181,0.0,87.27272727272727,0.0,668.0,0.0,2685.0,0.0,522.0,0.0,352255.0,0.0,15705.0,0.0,42240.0,0.0,2234.0,0.0,198.0,0.0,484.0,0.0,0.028473413379073755,0.15744654293085444,0.25008576329331045,0.4994854202401372,4.408595631815389,30.729467757636883,330648073.99999994,9.879714791147451,0.6576093961013546,0.34030874785591764,305.5879095819948,365.44989150766213,4.408595631815389,30.729467757636883,3.5
372,2641df91,0,194337,90.72689075630252,226,1938,578.7357609710551,0.0,0,0.0,0,0.8723005555555555,101.44558918222795,0.0,49.4384236453202,0.0,69.3160621761658,0.0,240.0,0.0,581.0,0.0,549.0,0.0,157545.0,0.0,10036.0,0.0,26756.0,0.0,1553.0,0.0,203.0,0.0,386.0,0.0,0.023820644558617467,0.15641635422012148,0.2503503035964502,0.49929939280709945,3.5867043777860323,18.19346364013141,182646667.99999997,9.44658396983127,0.655601627254222,0.3418963101354507,270.9271283294715,311.92356707356004,3.5867043777860323,18.19346364013141,3.0
373,264d3c96,0,448771,101.83140458361697,502,3953,1114.4338552303154,0.0,0,0.0,0,1.0002405555555556,113.0750446694461,0.0,61.58810572687225,0.0,69.08235294117647,0.0,303.0,0.0,509.0,0.0,517.0,0.0,379706.0,0.0,27961.0,0.0,41104.0,0.0,3358.0,0.0,454.0,0.0,595.0,0.0,0.02814344076259646,0.1662843089543425,0.25011348161597824,0.49954607353608715,4.25836193611565,25.84165962368119,728219446.713411,10.533046659285072,0.6918172089581274,0.3581479800272356,378.7506620669284,432.7310152795469,4.25836193611565,25.84165962368119,4.5
374,267f8752,0,399603,91.4005032021958,288,4044,541.6898444647759,0.0,0,0.0,0,1.1790061111111112,112.92461538461538,0.0,57.932721712538225,0.0,60.24567474048443,0.0,730.0,0.0,793.0,0.0,519.0,0.0,293604.0,0.0,18944.0,0.0,87055.0,0.0,2600.0,0.0,327.0,0.0,1445.0,0.0,0.00022878059940517045,0.14236429746859797,0.2500571951498513,0.49965682910089226,3.48473040813539,15.789496852516162,784402803.9999996,10.34292317325568,0.6080983515890602,0.3198352779684283,365.0857713054287,475.0860952469101,3.48473040813539,15.789496852516162,3.0
375,2682c94b,0,412122,72.2260778128286,339,2860,853.9931650893795,0.0,0,0.0,0,1.0012505555555555,88.39478114478115,0.0,61.74340949033392,0.0,54.50721649484536,0.0,210.0,0.0,1496.0,0.0,506.0,0.0,210026.0,0.0,175660.0,0.0,26436.0,0.0,2376.0,0.0,2845.0,0.0,485.0,0.0,0.03242769500438212,0.16610073755449517,0.25013146362839617,0.4997370727432077,3.825980117049168,23.015625881341,1225208968.0000002,10.921246587429163,0.6886235789740859,0.3595092024539877,442.7665698427184,483.2744323590161,3.825980117049168,23.015625881341,3.5
376,269fbbdd,0,205863,61.98825654923216,227,1751,630.8807588075881,0.0,0,0.0,0,0.9560322222222222,117.6181001283697,0.0,1.678343949044586,0.0,103.51813471502591,0.0,472.0,0.0,151.0,0.0,487.0,0.0,183249.0,0.0,2635.0,0.0,19979.0,0.0,1558.0,0.0,1570.0,0.0,193.0,0.0,0.00030120481927710846,0.14635394863062012,0.25,0.4993975903614458,11.056669287327336,219.0174834189253,468775100.9635921,9.892527344005787,0.629830576226125,0.3406626506024097,274.8062296846226,455.0235104428696,11.056669287327336,219.0174834189253,3.0
377,27027716,1,317968,90.48605577689243,383,3217,939.3807626636312,0.0,0,0.0,0,0.9974716666666666,96.22701555869872,0.0,58.95789473684211,89.0,71.99236641221374,93.28571428571429,270.0,0.0,1482.0,89.0,271.0,114.0,272130.0,0.0,16803.0,89.0,28293.0,653.0,2828.0,0.0,285.0,1.0,393.0,7.0,0.024480500996299462,0.1575787549280101,0.2502134927412468,0.4995730145175064,4.076925300700016,27.561175615540304,456443914.0,10.178938164370326,0.6696704773897084,0.3432963279248506,335.1289225836401,384.2167318681905,4.076925300700016,27.561175615540304,4.0
378,2717fdef,0,124723,65.9910052910053,227,1833,752.1502645502645,0.0,0,0.0,0,0.9987322222222222,65.84685230024213,0.0,95.6140350877193,0.0,57.97790055248619,0.0,284.0,0.0,165.0,0.0,218.0,0.0,108779.0,0.0,5450.0,0.0,10494.0,0.0,1652.0,0.0,57.0,0.0,181.0,0.0,0.029115934356802542,0.15327910120803345,0.2503970354685019,0.4992059290629963,3.9818971904947795,22.014752687595188,137388022.00000003,9.23190504907851,0.653277771395673,0.3350979354155638,242.1120298893511,294.82185109174503,3.9818971904947795,22.014752687595188,1.0
379,279b22e6,0,260529,130.59097744360903,269,1885,777.7884711779449,0.0,0,0.0,0,1.0014994444444445,135.04498269896195,0.0,97.69724770642202,0.0,102.8476821192053,182.0,234.0,0.0,231.0,0.0,512.0,182.0,234168.0,0.0,10649.0,0.0,15530.0,182.0,1734.0,0.0,109.0,0.0,151.0,1.0,0.031093279839518557,0.1523614041071853,0.2502507522567703,0.4989969909729187,4.388161405191248,27.820797837036363,147975518.46424183,9.272825033129061,0.6383034199985924,0.33450351053159477,237.65286061394377,303.46485051298896,4.388161405191248,27.820797837036363,3.0
380,27b7f5c5,0,490411,121.84124223602484,493,3914,1297.1595031055901,0.0,0,0.0,0,0.9995477777777778,127.2623384253819,0.0,142.3181818181818,0.0,81.32093933463797,0.0,281.0,0.0,1843.0,0.0,509.0,0.0,433201.0,0.0,15655.0,0.0,41555.0,0.0,3404.0,0.0,110.0,0.0,511.0,0.0,0.030318091451292245,0.15943740536471038,0.24999999999999997,0.49950298210735583,4.577616163911496,32.18718036917691,616153212.7305734,10.351481296139251,0.6654613150138933,0.3476640159045725,353.9743177431616,425.55097902602154,4.577616163911496,32.18718036917691,4.0
381,27c6585d,0,62555,26.619148936170212,217,2163,666.3370212765957,0.0,0,0.0,0,0.9847566666666666,15.431350114416476,0.0,23.56451612903226,0.0,74.9951923076923,0.0,132.0,0.0,137.0,0.0,509.0,0.0,26974.0,0.0,4383.0,0.0,31198.0,0.0,1748.0,0.0,186.0,0.0,416.0,0.0,0.02894848871860366,0.1497801230213273,0.2503192848020434,0.4993614303959132,3.2795689031717057,14.50746670637296,217332789.99999997,9.546003736291762,0.6434340168706381,0.33077905491698595,278.8223629080923,327.6884448052338,3.2795689031717057,14.50746670637296,2.0
382,284aca12,0,156051,100.80813953488372,209,1517,634.4928940568475,0.0,0,0.0,0,0.78894,104.34848484848484,0.0,36.806451612903224,0.0,78.49618320610686,0.0,1513.0,0.0,408.0,0.0,776.0,0.0,144627.0,0.0,1141.0,0.0,10283.0,0.0,1386.0,0.0,31.0,0.0,131.0,0.0,0.03167420814479638,0.15868951554902955,0.2501616031027796,0.49903038138332256,4.7151240563675065,34.88101882469114,91554900.99999997,8.98455294761504,0.6738304937863999,0.3445378151260504,220.6961339594586,264.07238932655787,4.7151240563675065,34.88101882469114,2.5
383,285a0153,0,129007,91.88532763532764,205,1157,521.5235042735043,0.0,0,0.0,0,0.9782411111111111,101.44981751824818,0.0,56.983805668016196,0.0,61.36065573770492,0.0,708.0,0.0,465.0,0.0,141.0,0.0,111189.0,0.0,14075.0,0.0,3743.0,0.0,1096.0,0.0,247.0,0.0,61.0,0.0,0.03136136849607983,0.15150422211229417,0.25017818959372773,0.4989308624376337,4.013001833800293,22.523583683362915,73228045.0,8.7670783245569,0.6363806009206123,0.33357091945830364,201.4405559991594,252.75277140792014,4.013001833800293,22.523583683362915,2.5
384,2863f4b7,0,232108,95.43914473684211,400,2313,1045.759457236842,0.0,0,0.0,0,0.9847222222222223,96.68380694632386,0.0,81.49579831932773,0.0,83.97916666666667,0.0,264.0,0.0,1026.0,0.0,168.0,0.0,214348.0,0.0,9698.0,0.0,8062.0,0.0,2217.0,0.0,119.0,0.0,96.0,0.0,0.03249691484985603,0.1609392600288871,0.25010283833813246,0.4993829699712053,5.928770633159661,50.8715537678958,213244742.99999997,9.50542604209832,0.6259765232367362,0.3377211024269848,241.1205050106119,342.5944812845608,5.928770633159661,50.8715537678958,3.0
